id,carat,cut,color,clarity,depth,table,x,y,z,price
8887,0.56,Good,F,SI1,61,61,5.31,5.35,3.24,1286
8888,0.41,Ideal,F,SI1,61.4,57,4.83,4.77,2.95,1015
8889,0.32,Premium,F,VS2,60.9,58,4.42,4.46,2.7,645
8890,2.26,Ideal,I,SI1,61.7,57,8.39,8.44,5.2,16709
8891,0.71,Ideal,J,SI1,60.9,56,5.77,5.8,3.52,1926
8892,0.93,Premium,G,SI1,62.6,58,6.23,6.19,3.9,4374
8893,1.06,Premium,E,SI2,61.6,60,6.56,6.49,4.02,5139
8894,0.41,Premium,E,SI2,59.8,56,4.81,4.77,2.84,876
8895,0.35,Ideal,F,VVS1,61.7,55,4.58,4.56,2.82,945
8896,1.51,Ideal,I,VS2,61.9,57,7.35,7.31,4.54,9704
8897,0.36,Premium,D,SI1,59.9,59,4.57,4.61,2.75,626
8898,1.24,Premium,G,SI1,61.8,57,6.92,6.85,4.26,7010
8899,1.09,Ideal,H,VS1,61.5,57,6.6,6.64,4.07,7055
8900,0.6,Ideal,G,VVS2,62,56,5.41,5.44,3.36,2302
8901,0.96,Premium,H,SI2,58.7,60,6.44,6.39,3.76,3024
8902,2.01,Very Good,G,SI1,60,56,8.19,8.23,4.88,18115
8903,1,Ideal,F,VS1,62.2,55,6.44,6.37,3.99,7507
8904,0.6,Ideal,G,VS2,61.9,55,5.41,5.43,3.35,1667
8905,0.36,Ideal,H,SI1,62.2,54,4.52,4.56,2.83,538
8906,1,Premium,F,SI1,61.6,58,6.42,6.45,3.96,5198
8907,0.4,Premium,F,SI2,60.5,58,4.76,4.72,2.86,720
8908,0.41,Very Good,G,SI1,62.9,57,4.77,4.74,2.98,932
8909,0.34,Ideal,E,VS2,59,56,4.62,4.64,2.75,1040
8910,0.71,Good,D,VS2,63.9,59,5.64,5.59,3.58,3087
8911,0.73,Very Good,F,VS1,62.4,59,5.72,5.76,3.59,3206
8912,0.9,Very Good,G,SI2,62.6,58,6.07,6.16,3.83,3200
8913,1.03,Ideal,F,VS2,62.4,56,6.44,6.48,4.04,7062
8914,0.4,Ideal,E,VVS2,60.7,57,4.78,4.8,2.9,1300
8915,0.51,Ideal,D,VS2,62.6,56,5.06,5.1,3.19,1838
8916,2.01,Ideal,J,VS2,62.4,56,8.11,8.06,5.03,13885
8917,1.06,Ideal,H,SI1,61.8,57,6.55,6.57,4.06,5128
8918,0.72,Very Good,H,SI1,62,55,5.75,5.78,3.58,2262
8919,1.06,Ideal,E,VVS2,60.7,56,6.6,6.64,4.03,10479
8920,1.04,Very Good,E,SI2,63.4,56,6.51,6.39,4.09,4740
8921,1.08,Ideal,I,VS2,62.2,57,6.57,6.53,4.08,4948
8922,0.3,Ideal,I,VS1,61.9,54,4.28,4.31,2.66,457
8923,1.03,Very Good,G,SI1,63.5,56,6.42,6.39,4.07,4950
8924,0.74,Ideal,H,VS1,62.1,56,5.8,5.84,3.61,2911
8925,0.51,Very Good,E,SI2,63.4,56,5.07,5.09,3.21,1194
8926,0.58,Very Good,D,SI2,62.1,58,5.33,5.36,3.32,1431
8927,0.26,Ideal,H,VS1,62.4,56,4.06,4.08,2.54,448
8928,0.43,Ideal,G,VS1,61.6,56,4.86,4.82,2.98,1066
8929,0.71,Ideal,F,VS1,61.8,56,5.72,5.76,3.54,3107
8930,0.41,Premium,I,SI1,62.6,58,4.77,4.74,2.97,876
8931,1.2,Premium,G,SI2,62.7,57,6.72,6.67,4.19,5321
8932,1.01,Premium,H,SI2,62,56,6.47,6.41,3.99,3669
8933,0.3,Ideal,G,VS2,62,55,4.3,4.33,2.68,526
8934,0.33,Very Good,D,VS1,63.1,55,4.33,4.35,2.74,752
8935,0.3,Ideal,F,VVS1,61.9,57,4.28,4.32,2.67,742
8936,0.31,Ideal,F,VS2,60.4,56,4.36,4.38,2.64,583
8937,0.75,Very Good,E,VS1,63.2,56,5.8,5.77,3.66,3380
8938,0.42,Ideal,H,SI1,62.8,57,4.72,4.75,2.98,700
8939,0.25,Very Good,F,VVS2,62.2,58,4,4.03,2.5,525
8940,0.31,Good,H,VS2,63.8,58,4.31,4.29,2.74,628
8941,0.33,Ideal,G,VVS1,62,57,4.41,4.43,2.74,1114
8942,2.01,Very Good,H,SI2,59.6,62,8.04,8.09,4.85,11925
8943,0.71,Ideal,D,SI1,62.4,58,5.67,5.72,3.55,2612
8944,0.32,Premium,E,SI1,61.9,58,4.33,4.36,2.69,675
8945,0.5,Ideal,H,VS1,61,54,5.11,5.13,3.13,1370
8946,0.32,Premium,H,VS2,61.3,58,4.43,4.38,2.7,648
8947,1.02,Premium,F,VS2,62.5,59,6.42,6.37,4,6604
8948,0.41,Fair,E,SI1,65.8,59,4.68,4.61,3.03,875
8949,0.31,Premium,G,VVS1,61.8,58,4.38,4.36,2.7,863
8950,0.54,Premium,F,VS2,60.5,58,5.32,5.26,3.19,1574
8951,0.7,Ideal,I,VS2,61.1,54,5.72,5.76,3.51,2156
8952,2.05,Premium,I,SI1,62.7,58,8.03,8.07,5.05,15291
8953,1.2,Premium,I,VS2,61.1,59,6.81,6.75,4.15,5816
8954,2.02,Very Good,G,SI1,62.3,60,8.09,8.17,5.06,15970
8955,1,Very Good,J,VS2,63.1,59,6.34,6.29,3.99,3696
8956,1.5,Premium,H,VS2,60.3,60,7.47,7.41,4.49,10494
8957,2.39,Premium,J,SI2,62.2,58,8.51,8.47,5.32,12612
8958,1.02,Premium,G,VVS2,62.4,59,6.48,6.4,4.02,6843
8959,1.24,Premium,H,SI1,62.8,58,6.84,6.8,4.28,5646
8960,1.02,Premium,F,SI2,62.2,58,6.4,6.35,3.96,3741
8961,0.3,Premium,E,VS2,62.6,58,4.3,4.25,2.68,844
8962,0.23,Ideal,F,VVS2,61.2,57,3.93,3.97,2.42,530
8963,0.33,Ideal,I,VVS1,61.9,57,4.46,4.43,2.76,743
8964,2.01,Ideal,H,SI1,60.6,57,8.02,7.94,4.86,17009
8965,1.52,Ideal,H,VS2,60.3,57,7.48,7.46,4.5,10929
8966,1.16,Premium,H,VS1,61.4,59,6.77,6.73,4.15,6562
8967,0.7,Very Good,H,SI2,62.3,55,5.71,5.74,3.56,2066
8968,0.59,Ideal,F,VS1,61.8,56,5.38,5.41,3.33,2092
8969,2,Very Good,G,SI1,63.8,55,7.97,7.91,5.07,18242
8970,1.59,Ideal,G,VS2,62.7,56,7.44,7.42,4.67,14330
8971,0.7,Very Good,F,SI2,63.7,58,5.59,5.62,3.58,2138
8972,0.3,Ideal,D,SI1,62.2,58,4.31,4.28,2.67,709
8973,0.52,Ideal,D,VS2,61.8,54,5.19,5.23,3.21,1881
8974,1.01,Good,E,VS1,65.2,58,6.28,6.22,4.09,6613
8975,1.32,Premium,G,VS2,61.4,58,7.03,6.97,4.3,9804
8976,0.32,Ideal,D,VS2,61.4,56,4.4,4.43,2.71,758
8977,1.47,Fair,J,SI1,66.1,56,6.99,6.92,4.59,5301
8978,0.34,Ideal,D,SI1,61.6,55,4.53,4.56,2.8,626
8979,0.7,Very Good,F,VS1,63.3,58,5.65,5.62,3.57,2875
8980,0.42,Ideal,E,VS2,61.5,55,4.83,4.87,2.98,975
8981,1.02,Premium,G,VS2,59.4,58,6.48,6.51,3.87,5999
8982,2.03,Premium,I,VS1,62,59,8.07,8.1,5.02,15851
8983,0.3,Ideal,G,IF,62.2,55,4.29,4.32,2.68,863
8984,0.32,Ideal,D,SI1,62.6,54,4.37,4.4,2.75,756
8985,0.36,Ideal,E,VS2,62.1,54,4.55,4.58,2.83,753
8986,0.53,Ideal,E,SI1,61.9,53,5.25,5.23,3.24,1579
8987,0.72,Ideal,G,SI1,62.6,54,5.72,5.79,3.6,2649
8988,0.42,Ideal,G,VVS1,61.6,57,4.8,4.85,2.97,1123
8989,0.3,Good,G,VS1,63.5,55,4.25,4.28,2.71,605
8990,0.3,Ideal,I,VVS2,62.3,54,4.3,4.34,2.69,526
8991,1.05,Ideal,D,SI1,60.5,61,6.6,6.55,3.98,6132
8992,0.8,Very Good,F,SI1,62.3,58,5.85,5.93,3.68,2846
8993,0.56,Ideal,G,VS1,62.2,53,5.28,5.34,3.3,1942
8994,0.3,Ideal,E,VVS1,61.3,55,4.35,4.38,2.68,895
8995,0.9,Very Good,G,SI1,62.4,58,6.14,6.11,3.82,3567
8996,0.71,Premium,F,VS1,62.4,57,5.67,5.7,3.55,2964
8997,1.01,Good,F,VS2,63.6,57,6.31,6.35,4.02,6921
8998,0.33,Ideal,H,IF,61.8,54,4.45,4.48,2.75,955
8999,0.9,Good,G,VS2,64.2,61,6.08,6.14,3.94,4151
9000,0.51,Ideal,E,SI1,62.8,57,5.06,5.12,3.2,1356
9001,0.39,Ideal,E,VS1,61.8,56,4.71,4.74,2.92,1069
9002,0.41,Premium,G,VS2,60.9,58,4.83,4.85,2.95,965
9003,0.32,Ideal,H,SI1,62.3,55,4.38,4.4,2.74,461
9004,0.28,Ideal,I,VVS2,62,53,4.2,4.23,2.61,532
9005,0.72,Ideal,F,VS1,62.8,54,5.72,5.74,3.59,2960
9006,1.07,Ideal,G,SI2,62.1,55,6.59,6.56,4.08,5426
9007,0.41,Ideal,E,VS2,61.6,57,4.74,4.77,2.93,1124
9008,0.33,Premium,H,VS1,62.3,58,4.41,4.45,2.76,743
9009,1,Premium,F,VS2,61.9,62,6.4,6.32,3.94,6511
9010,0.31,Premium,H,VVS1,61.2,60,4.33,4.35,2.65,607
9011,0.7,Very Good,J,VS2,62.9,59,5.6,5.64,3.54,1777
9012,0.82,Premium,H,SI1,61.4,62,6.05,5.97,3.7,2870
9013,0.51,Ideal,D,SI2,59.3,58,5.2,5.24,3.09,733
9014,0.57,Ideal,E,SI1,61.8,57,5.33,5.31,3.29,1625
9015,0.71,Premium,H,VS1,62.5,58,5.71,5.67,3.55,2453
9016,0.52,Premium,G,VS2,61.8,58,5.18,5.14,3.19,1546
9017,1,Premium,J,VVS2,60.2,57,6.57,6.54,3.94,4299
9018,1.53,Premium,I,VS2,61.9,58,7.43,7.39,4.59,10428
9019,0.34,Premium,I,VVS2,61.4,60,4.45,4.49,2.74,707
9020,0.31,Very Good,G,VS1,62.2,56,4.35,4.41,2.72,625
9021,1.2,Good,H,SI1,63.1,56,6.68,6.73,4.22,5699
9022,0.31,Ideal,H,VS2,61.8,56,4.31,4.34,2.67,489
9023,0.52,Ideal,D,VS2,62,56,5.15,5.2,3.2,1807
9024,0.52,Ideal,E,VS2,62.4,56,5.1,5.13,3.19,1576
9025,0.7,Ideal,F,SI2,62.5,54,5.65,5.68,3.54,2308
9026,0.5,Ideal,H,VS1,62.2,56,5.09,5.05,3.15,1355
9027,1.52,Ideal,H,VVS2,62.2,56,7.38,7.29,4.56,9332
9028,0.71,Premium,G,VS1,59.5,60,5.81,5.79,3.45,2802
9029,0.4,Very Good,G,VS2,62.9,57,4.68,4.74,2.96,772
9030,0.52,Ideal,E,VS1,61.2,55,5.18,5.22,3.18,1917
9031,0.32,Very Good,G,VVS1,60.1,61,4.41,4.44,2.67,789
9032,0.34,Very Good,E,SI1,62.9,57,4.49,4.45,2.81,675
9033,2.08,Ideal,H,SI2,62,57,8.23,8.18,5.08,13112
9034,0.52,Ideal,E,VS1,61.8,55,5.15,5.18,3.19,1724
9035,0.31,Good,E,VVS1,63.2,58,4.29,4.31,2.71,766
9036,0.7,Very Good,E,SI2,63.1,58,5.67,5.63,3.56,2222
9037,0.42,Premium,F,SI1,62.7,56,4.81,4.76,3,992
9038,1.03,Premium,J,SI2,62.8,59,6.46,6.42,4.05,3669
9039,1.3,Ideal,G,VS1,62.4,57,6.95,6.99,4.35,9920
9040,1.31,Premium,G,VS2,62.3,59,7.01,6.98,4.36,8139
9041,0.72,Ideal,F,SI1,61.8,56,5.73,5.75,3.55,3119
9042,0.32,Premium,E,VS1,60.4,59,4.39,4.42,2.66,726
9043,1.12,Very Good,D,SI2,61.3,59,6.65,6.7,4.08,5880
9044,0.8,Very Good,G,VVS2,62.5,58,5.93,5.89,3.7,3404
9045,0.7,Premium,E,VS2,61.4,59,5.74,5.66,3.48,3295
9046,0.53,Ideal,D,SI1,61.1,57,5.23,5.27,3.21,1758
9047,0.35,Ideal,E,VS2,61.7,55,4.53,4.56,2.8,759
9048,0.31,Premium,H,VS1,62.4,59,4.31,4.34,2.7,698
9049,0.7,Premium,F,SI1,62.9,56,5.72,5.66,3.57,2285
9050,0.9,Premium,H,VS2,61.5,61,6.14,6.2,3.8,4138
9051,0.5,Ideal,I,SI1,61.9,57,5.05,5.08,3.14,1140
9052,1.01,Premium,H,VS1,62.8,59,6.39,6.37,4.01,5416
9053,0.42,Ideal,F,SI1,60.1,56,4.9,4.85,2.93,850
9054,0.91,Ideal,F,SI1,61.8,57,6.21,6.26,3.85,3896
9055,0.33,Very Good,G,VS1,61.9,59,4.42,4.47,2.75,666
9056,0.54,Ideal,I,VS1,60.9,57,5.25,5.3,3.21,1370
9057,1.7,Ideal,H,SI2,62,55,7.67,7.64,4.74,10473
9058,2.07,Ideal,G,SI1,62,55,8.18,8.21,5.07,18630
9059,0.7,Ideal,H,SI2,61.6,56,5.7,5.73,3.52,2326
9060,0.39,Ideal,G,VVS1,61.8,57,4.7,4.72,2.91,1095
9061,0.51,Premium,F,SI1,61.8,58,5.16,5.11,3.17,1151
9062,2.05,Ideal,H,SI1,62.2,55,8.1,8.14,5.06,16817
9063,1.01,Premium,H,SI2,60.6,59,6.49,6.46,3.92,4193
9064,0.32,Ideal,I,VS1,61.9,56,4.4,4.42,2.73,572
9065,0.41,Good,H,SI1,63.2,57,4.73,4.74,2.99,876
9066,0.56,Ideal,E,VVS2,61.7,56,5.3,5.33,3.28,2526
9067,0.57,Ideal,E,VS2,62.4,56,5.3,5.35,3.32,1831
9068,1,Very Good,F,SI2,61.2,61,6.36,6.39,3.9,4294
9069,0.32,Premium,E,SI1,60.1,59,4.41,4.44,2.66,566
9070,0.5,Very Good,G,SI1,63.2,59,5.08,5.06,3.2,1139
9071,0.54,Ideal,F,VS2,61.7,55,5.23,5.29,3.24,1848
9072,1.21,Ideal,H,VS2,61.8,56,6.86,6.83,4.22,6912
9073,1.02,Good,F,SI2,64.4,61,6.3,6.35,4.05,4318
9074,0.43,Very Good,F,SI1,62.6,60,4.78,4.82,3.01,792
9075,1,Very Good,G,SI1,62.8,56,6.3,6.38,3.98,4705
9076,0.32,Very Good,F,VS2,61,61,4.38,4.35,2.66,645
9077,0.9,Good,I,VS2,63.9,58,6.12,6.1,3.91,3176
9078,1.06,Ideal,G,SI2,61.9,56,6.5,6.54,4.03,4373
9079,1.5,Ideal,J,SI1,62.3,56,7.27,7.32,4.56,7244
9080,0.91,Very Good,E,SI1,63.1,57,6.11,6.15,3.87,4211
9081,0.54,Premium,D,VS2,60.9,58,5.24,5.19,3.19,1842
9082,0.31,Ideal,G,IF,62.1,54,4.36,4.38,2.72,891
9083,0.35,Premium,D,SI1,62.6,58,4.49,4.54,2.83,644
9084,1.56,Very Good,I,VS1,61.8,57,7.46,7.44,4.6,12028
9085,0.32,Ideal,D,VVS2,62,56,4.35,4.37,2.7,842
9086,1,Very Good,D,SI2,63.4,58,6.34,6.37,4.03,4743
9087,1,Very Good,E,VS2,62.1,59,6.35,6.4,3.96,7283
9088,0.52,Ideal,D,VS1,62.3,55,5.13,5.15,3.2,1701
9089,0.6,Ideal,D,SI1,62.2,57,5.37,5.4,3.35,1974
9090,1.1,Ideal,I,SI1,61.7,55,6.61,6.65,4.09,5220
9091,0.41,Good,E,VS2,63.8,57,4.73,4.7,3.01,1024
9092,1.07,Ideal,G,SI1,62.1,55,6.53,6.56,4.06,5376
9093,2.07,Ideal,F,SI2,61.2,55,8.2,8.27,5.04,14281
9094,2.01,Fair,F,SI2,64.9,59,7.94,7.82,5.04,16857
9095,1.01,Ideal,F,VVS1,61.7,57,6.4,6.47,3.97,10850
9096,1.06,Ideal,G,VVS2,61.8,57,6.56,6.53,4.05,8481
9097,0.73,Ideal,D,SI1,61.8,55,5.79,5.77,3.58,2973
9098,0.34,Ideal,E,VVS2,61.9,54,4.51,4.53,2.8,867
9099,1.5,Good,G,VVS2,63.9,56,7.22,7.24,4.61,14709
9100,0.36,Premium,F,SI1,60.7,59,4.64,4.61,2.8,631
9101,1,Premium,D,VS2,60,59,6.49,6.46,3.89,8742
9102,0.71,Very Good,D,VS1,62.9,59,5.68,5.71,3.58,3500
9103,0.79,Very Good,D,SI2,61.6,60,5.99,5.94,3.67,2443
9104,0.4,Premium,I,VVS2,62.9,58,4.67,4.71,2.95,945
9105,1.01,Premium,G,SI2,62.6,58,6.4,6.36,4,4155
9106,2.01,Very Good,H,SI2,63.1,58,8.01,7.96,5.04,11965
9107,0.5,Ideal,H,VS2,61.6,58,5.05,5.08,3.13,1333
9108,1.01,Ideal,H,SI1,62.1,57,6.42,6.44,3.99,4102
9109,0.31,Very Good,I,VS2,62.3,57,4.36,4.38,2.72,435
9110,0.31,Premium,G,VVS1,60.9,58,4.37,4.35,2.66,1046
9111,2.01,Very Good,I,VS2,60.9,57,8.07,8.11,4.94,14853
9112,0.53,Ideal,E,SI1,62,54,5.18,5.22,3.22,1630
9113,0.9,Very Good,D,VS2,62.2,59,6.13,6.18,3.83,4580
9114,1.52,Ideal,H,VVS2,61.4,56,7.35,7.37,4.52,8421
9115,0.4,Ideal,E,SI1,60.8,56,4.8,4.76,2.9,969
9116,0.7,Premium,F,VS2,61.9,57,5.73,5.68,3.53,2724
9117,0.51,Ideal,D,VS2,61.7,56,5.15,5.18,3.18,2098
9118,0.33,Ideal,I,IF,61.7,55,4.44,4.47,2.75,891
9119,1.5,Premium,H,VVS2,62.7,59,7.28,7.24,4.54,13135
9120,0.71,Premium,F,SI1,61.5,58,5.76,5.79,3.54,2173
9121,0.51,Premium,I,SI1,60.5,58,5.26,5.21,3.15,1055
9122,1.01,Good,F,SI1,63.3,58,6.33,6.38,4.03,5243
9123,1.58,Premium,H,VS1,62.9,60,7.41,7.47,4.67,11946
9124,0.71,Good,F,VS2,63.8,60,5.68,5.71,3.62,2657
9125,0.35,Very Good,D,SI2,62.2,58,4.5,4.53,2.81,633
9126,1.01,Good,F,VS2,63.1,56,6.38,6.35,4.01,5700
9127,0.3,Ideal,F,VS2,61.8,57,4.3,4.28,2.65,776
9128,0.32,Ideal,E,VS2,62.3,55,4.37,4.4,2.73,744
9129,0.32,Ideal,F,VVS1,61.9,56,4.38,4.41,2.72,867
9130,1.01,Premium,E,SI1,62.7,55,6.4,6.39,4.01,5042
9131,0.71,Ideal,H,SI2,62.1,56,5.68,5.74,3.55,2263
9132,0.3,Premium,D,SI1,62.9,58,4.3,4.2,2.67,576
9133,1.21,Premium,F,VS1,60.7,58,6.9,6.85,4.17,9980
9134,0.4,Ideal,F,VVS1,61.2,57,4.81,4.78,2.93,1169
9135,1.21,Ideal,G,SI1,63,59,6.66,6.59,4.17,7107
9136,1.01,Premium,H,SI2,59.8,59,6.51,6.54,3.9,3856
9137,0.54,Ideal,H,VS1,60.6,57,5.27,5.21,3.18,1689
9138,0.32,Premium,D,SI1,61.8,58,4.43,4.35,2.71,756
9139,1.09,Good,E,SI2,63.2,58,6.47,6.51,4.11,4630
9140,0.4,Premium,E,SI1,61.1,60,4.73,4.75,2.9,704
9141,0.32,Premium,G,VS2,62.3,58,4.36,4.4,2.73,561
9142,0.38,Premium,E,VS2,61.6,58,4.66,4.64,2.86,753
9143,0.52,Very Good,E,VS2,60.9,60,5.14,5.2,3.15,1389
9144,0.7,Premium,F,SI1,62,60,5.7,5.68,3.53,2430
9145,0.71,Good,J,SI1,63.8,56,5.55,5.61,3.56,1902
9146,0.25,Ideal,F,VVS2,61.8,56,4.03,4.06,2.5,554
9147,1.03,Ideal,G,VS1,61.9,56,6.47,6.51,4.02,7426
9148,1.18,Premium,I,SI1,61.6,60,6.82,6.77,4.18,5412
9149,1.2,Very Good,H,VS2,61.8,56,6.75,6.82,4.19,6732
9150,0.55,Ideal,G,VS2,62.2,56,5.26,5.3,3.28,1699
9151,0.93,Very Good,H,VVS2,62.7,58,6.19,6.26,3.9,4839
9152,0.53,Very Good,J,VS2,62.1,58,5.19,5.21,3.23,1166
9153,1.13,Ideal,F,SI1,61.9,57,6.64,6.69,4.11,5647
9154,0.35,Ideal,E,VS1,61.6,55,4.53,4.57,2.8,781
9155,1.02,Ideal,D,SI2,61.7,56,6.43,6.48,3.99,4969
9156,0.41,Ideal,G,VVS2,61.3,57,4.78,4.81,2.93,1103
9157,1.16,Ideal,I,SI2,62.5,59,6.71,6.74,4.2,4021
9158,0.68,Premium,E,SI1,61.6,59,5.67,5.64,3.49,2184
9159,2.02,Ideal,G,SI2,62.1,59,8.06,8.1,5,18515
9160,0.31,Ideal,F,VVS1,62,54,4.36,4.38,2.71,840
9161,1.5,Very Good,G,VS2,62.8,56,7.26,7.32,4.57,12821
9162,2,Very Good,H,SI2,63.5,60,8.03,7.87,5.07,15695
9163,0.71,Very Good,E,SI2,60.6,59,5.77,5.81,3.5,2420
9164,0.4,Ideal,G,VVS1,61.7,55,4.73,4.76,2.93,1123
9165,1.02,Good,F,SI2,63.7,59,6.36,6.4,4.07,4541
9166,1.01,Very Good,H,I1,59.3,55,6.6,6.58,3.91,3987
9167,0.5,Very Good,J,VS2,61.7,58,5.15,5.19,3.19,1053
9168,0.34,Very Good,E,SI2,62.9,58,4.44,4.46,2.8,535
9169,0.8,Premium,F,SI1,61,60,6.04,5.95,3.66,3064
9170,0.41,Ideal,F,SI1,62.2,55,4.76,4.79,2.97,827
9171,0.72,Ideal,F,SI1,62.1,57,5.74,5.7,3.55,2799
9172,0.41,Ideal,E,SI1,61.7,55,4.76,4.81,2.95,755
9173,0.41,Ideal,F,VVS2,61.4,56,4.79,4.82,2.95,1105
9174,0.34,Ideal,I,SI1,61.6,55,4.5,4.56,2.79,445
9175,0.41,Premium,G,SI2,61.4,59,4.79,4.75,2.93,876
9176,1.51,Very Good,F,VS2,62.8,62,7.26,7.22,4.54,11452
9177,1.01,Premium,E,SI2,59.2,59,6.52,6.58,3.88,4077
9178,0.7,Premium,E,VS1,62,60,5.68,5.65,3.52,2968
9179,0.27,Ideal,H,VS1,61.7,57,4.16,4.19,2.58,476
9180,0.51,Ideal,E,SI1,62.3,57,5.13,5.09,3.19,1356
9181,0.36,Premium,J,SI1,61.3,59,4.58,4.62,2.82,468
9182,2.05,Ideal,I,SI2,61.1,55,8.21,8.16,5,12787
9183,0.59,Ideal,D,SI1,61.5,57,5.42,5.39,3.33,2076
9184,0.33,Ideal,G,VVS1,62.1,57,4.43,4.47,2.76,868
9185,0.93,Ideal,E,SI1,61.9,55,6.27,6.32,3.88,5615
9186,1.03,Premium,G,VS2,60.9,58,6.53,6.48,3.95,4984
9187,0.71,Premium,G,VS1,61.9,59,5.71,5.69,3.53,2766
9188,2.01,Very Good,E,SI2,60.2,58,8.08,8.19,4.91,14646
9189,0.39,Ideal,E,VS2,61.7,57,4.71,4.73,2.92,847
9190,0.74,Premium,F,SI2,60.7,57,5.81,5.78,3.52,1971
9191,0.53,Very Good,F,VVS2,61,56,5.21,5.26,3.2,2016
9192,1,Ideal,F,VS2,62.7,57,6.37,6.4,4,6492
9193,1.16,Premium,H,SI1,61.8,58,6.77,6.7,4.17,5410
9194,0.42,Ideal,H,VVS2,62.2,56,4.8,4.82,2.99,1048
9195,0.56,Ideal,J,SI1,61.1,56,5.35,5.31,3.26,1163
9196,0.36,Premium,H,VS2,61.6,60,4.53,4.56,2.8,568
9197,0.71,Ideal,E,VS2,61.8,55,5.73,5.75,3.55,2963
9198,0.7,Ideal,F,SI1,61.5,55,5.71,5.74,3.52,2491
9199,0.34,Ideal,I,IF,60.9,57,4.52,4.5,2.74,689
9200,1.07,Ideal,H,SI1,62.2,57,6.52,6.59,4.07,4801
9201,0.7,Premium,F,VS1,61.2,60,5.75,5.72,3.51,3053
9202,0.3,Ideal,E,VS2,61.7,55,4.29,4.33,2.66,658
9203,0.57,Ideal,G,SI1,62.2,54,5.31,5.35,3.31,1286
9204,1.01,Premium,D,SI2,60.6,59,6.48,6.5,3.92,4562
9205,0.91,Ideal,E,SI2,62.7,57,6.14,6.18,3.87,4132
9206,0.7,Very Good,H,SI1,61.3,56,5.75,5.71,3.51,2203
9207,1.32,Ideal,H,SI2,61.4,55,7.08,7.11,4.35,6332
9208,0.58,Premium,D,SI1,62.1,58,5.34,5.32,3.31,1774
9209,1.27,Ideal,J,SI1,61.8,57,6.98,6.92,4.3,5398
9210,0.61,Ideal,G,VS2,61.7,56,5.44,5.48,3.37,1794
9211,0.71,Ideal,G,VVS2,61.4,57,5.73,5.76,3.53,3497
9212,1.5,Very Good,E,VS2,62.9,57,7.26,7.35,4.6,13324
9213,0.31,Premium,H,VS2,62,59,4.29,4.33,2.68,648
9214,0.56,Ideal,E,SI1,61.7,56,5.28,5.32,3.27,1671
9215,0.33,Ideal,E,VS1,60.2,57,4.5,4.47,2.7,852
9216,1.63,Premium,H,VS2,61.3,59,7.61,7.55,4.66,11823
9217,0.31,Premium,H,VS1,61.9,58,4.28,4.32,2.66,544
9218,1.01,Premium,G,SI2,60.9,62,6.45,6.48,3.94,4470
9219,0.92,Ideal,F,SI2,61.6,55,6.26,6.29,3.87,3782
9220,1.34,Premium,H,SI2,62.9,59,7.02,7.06,4.42,7391
9221,0.3,Ideal,H,VS2,62.4,57,4.33,4.31,2.68,608
9222,0.43,Premium,D,VS1,62.3,59,4.78,4.82,2.99,1018
9223,1.01,Premium,F,SI1,62.5,59,6.36,6.39,3.99,5279
9224,2,Very Good,G,SI1,63.5,56,8.03,7.97,5.05,18818
9225,1.01,Very Good,F,VS2,63.2,56,6.3,6.34,3.99,5795
9226,0.9,Ideal,F,SI1,61.4,57,6.25,6.23,3.83,3777
9227,0.33,Ideal,H,VVS2,61.1,56,4.45,4.48,2.73,640
9228,1.51,Premium,H,VS2,62.5,59,7.37,7.27,4.57,11105
9229,0.32,Premium,G,VVS1,61.6,59,4.4,4.36,2.7,1080
9230,1.07,Ideal,F,VVS2,60.8,56,6.6,6.65,4.03,10339
9231,0.23,Very Good,E,SI2,61.7,55,3.92,3.95,2.43,378
9232,1.22,Premium,H,SI2,62,54,6.89,6.84,4.25,5387
9233,0.3,Ideal,G,IF,62,54,4.34,4.36,2.7,735
9234,1.18,Premium,F,I1,62,57,6.77,6.71,4.17,4330
9235,0.39,Very Good,G,VS1,60,61,4.73,4.77,2.84,741
9236,2.05,Premium,I,SI1,62.1,58,8.22,8.12,5.07,16960
9237,0.32,Ideal,F,VVS1,61.7,55,4.4,4.43,2.72,815
9238,0.84,Good,E,SI2,60.3,64,6.1,6.07,3.68,3199
9239,0.9,Very Good,F,SI1,63,57,6.08,6.14,3.86,4064
9240,0.34,Premium,E,VS2,60,62,4.54,4.59,2.74,768
9241,1.07,Premium,F,SI2,61.8,58,6.57,6.51,4.04,4482
9242,0.3,Very Good,G,VVS2,62.8,58,4.25,4.27,2.68,599
9243,0.32,Ideal,G,VS2,61.6,57,4.4,4.42,2.71,689
9244,0.76,Ideal,H,SI1,61.8,57,5.83,5.87,3.61,2259
9245,2.01,Very Good,I,VS1,61.9,58,8.08,8.13,5.01,17569
9246,1.25,Ideal,G,VS1,62.4,57,6.88,6.9,4.3,12008
9247,0.39,Premium,D,VS2,59.8,59,4.8,4.73,2.85,1098
9248,1.13,Very Good,D,SI1,62.3,60,6.66,6.71,4.17,5393
9249,1.5,Good,J,VS1,63.2,57,7.22,7.24,4.56,8486
9250,0.26,Very Good,F,VVS2,59.9,59,4.15,4.17,2.51,515
9251,0.78,Ideal,F,SI1,61.1,56,5.93,5.97,3.64,3166
9252,0.5,Premium,G,VS1,58.3,61,5.23,5.19,3.04,1253
